Date,DateKey,Calendar Year Number,Calendar Year,Calendar Year Quarter Number,Calendar Year Quarter,Calendar Year Month Number,Calendar Year Month,Month Number,Month,Day of Week Number,Day of Week,Fiscal Year Number,Fiscal Year,Fiscal Quarter Number,Fiscal Quarter,Fiscal Year Quarter Number,Fiscal Year Quarter,Fiscal Month Number,Fiscal Month,Working Day,Is Holiday,Holiday Name,Europe Season,North America Season,Asia Season
2007-03-11 00:00:00.000,20070311,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",1,"Sunday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-17 00:00:00.000,20070317,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",7,"Saturday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-18 00:00:00.000,20070318,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",1,"Sunday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-24 00:00:00.000,20070324,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",7,"Saturday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-25 00:00:00.000,20070325,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",1,"Sunday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-31 00:00:00.000,20070331,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",7,"Saturday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2008-03-01 00:00:00.000,20080301,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",7,"Saturday",2008,"FY 2008",3,"Q3",20083,"Q3-2008",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2008-03-02 00:00:00.000,20080302,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",1,"Sunday",2008,"FY 2008",3,"Q3",20083,"Q3-2008",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2008-03-08 00:00:00.000,20080308,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",7,"Saturday",2008,"FY 2008",3,"Q3",20083,"Q3-2008",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2008-03-09 00:00:00.000,20080309,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",1,"Sunday",2008,"FY 2008",3,"Q3",20083,"Q3-2008",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2008-03-15 00:00:00.000,20080315,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",7,"Saturday",2008,"FY 2008",3,"Q3",20083,"Q3-2008",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2008-03-16 00:00:00.000,20080316,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",1,"Sunday",2008,"FY 2008",3,"Q3",20083,"Q3-2008",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2008-03-22 00:00:00.000,20080322,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",7,"Saturday",2008,"FY 2008",3,"Q3",20083,"Q3-2008",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2008-03-23 00:00:00.000,20080323,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",1,"Sunday",2008,"FY 2008",3,"Q3",20083,"Q3-2008",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2008-03-29 00:00:00.000,20080329,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",7,"Saturday",2008,"FY 2008",3,"Q3",20083,"Q3-2008",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2008-03-30 00:00:00.000,20080330,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",1,"Sunday",2008,"FY 2008",3,"Q3",20083,"Q3-2008",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2009-03-01 00:00:00.000,20090301,2009,"CY 2009",20091,"Q1-2009",200903,"March 2009",3,"March",1,"Sunday",2009,"FY 2009",3,"Q3",20093,"Q3-2009",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2009-03-07 00:00:00.000,20090307,2009,"CY 2009",20091,"Q1-2009",200903,"March 2009",3,"March",7,"Saturday",2009,"FY 2009",3,"Q3",20093,"Q3-2009",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2009-03-08 00:00:00.000,20090308,2009,"CY 2009",20091,"Q1-2009",200903,"March 2009",3,"March",1,"Sunday",2009,"FY 2009",3,"Q3",20093,"Q3-2009",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2009-03-14 00:00:00.000,20090314,2009,"CY 2009",20091,"Q1-2009",200903,"March 2009",3,"March",7,"Saturday",2009,"FY 2009",3,"Q3",20093,"Q3-2009",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2009-03-15 00:00:00.000,20090315,2009,"CY 2009",20091,"Q1-2009",200903,"March 2009",3,"March",1,"Sunday",2009,"FY 2009",3,"Q3",20093,"Q3-2009",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2009-03-21 00:00:00.000,20090321,2009,"CY 2009",20091,"Q1-2009",200903,"March 2009",3,"March",7,"Saturday",2009,"FY 2009",3,"Q3",20093,"Q3-2009",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2009-03-22 00:00:00.000,20090322,2009,"CY 2009",20091,"Q1-2009",200903,"March 2009",3,"March",1,"Sunday",2009,"FY 2009",3,"Q3",20093,"Q3-2009",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2009-03-28 00:00:00.000,20090328,2009,"CY 2009",20091,"Q1-2009",200903,"March 2009",3,"March",7,"Saturday",2009,"FY 2009",3,"Q3",20093,"Q3-2009",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2009-03-29 00:00:00.000,20090329,2009,"CY 2009",20091,"Q1-2009",200903,"March 2009",3,"March",1,"Sunday",2009,"FY 2009",3,"Q3",20093,"Q3-2009",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2010-03-06 00:00:00.000,20100306,2010,"CY 2010",20101,"Q1-2010",201003,"March 2010",3,"March",7,"Saturday",2010,"FY 2010",3,"Q3",20103,"Q3-2010",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2010-03-07 00:00:00.000,20100307,2010,"CY 2010",20101,"Q1-2010",201003,"March 2010",3,"March",1,"Sunday",2010,"FY 2010",3,"Q3",20103,"Q3-2010",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2010-03-13 00:00:00.000,20100313,2010,"CY 2010",20101,"Q1-2010",201003,"March 2010",3,"March",7,"Saturday",2010,"FY 2010",3,"Q3",20103,"Q3-2010",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2010-03-14 00:00:00.000,20100314,2010,"CY 2010",20101,"Q1-2010",201003,"March 2010",3,"March",1,"Sunday",2010,"FY 2010",3,"Q3",20103,"Q3-2010",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2010-03-20 00:00:00.000,20100320,2010,"CY 2010",20101,"Q1-2010",201003,"March 2010",3,"March",7,"Saturday",2010,"FY 2010",3,"Q3",20103,"Q3-2010",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2010-03-21 00:00:00.000,20100321,2010,"CY 2010",20101,"Q1-2010",201003,"March 2010",3,"March",1,"Sunday",2010,"FY 2010",3,"Q3",20103,"Q3-2010",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2010-03-27 00:00:00.000,20100327,2010,"CY 2010",20101,"Q1-2010",201003,"March 2010",3,"March",7,"Saturday",2010,"FY 2010",3,"Q3",20103,"Q3-2010",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2010-03-28 00:00:00.000,20100328,2010,"CY 2010",20101,"Q1-2010",201003,"March 2010",3,"March",1,"Sunday",2010,"FY 2010",3,"Q3",20103,"Q3-2010",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2011-03-05 00:00:00.000,20110305,2011,"CY 2011",20111,"Q1-2011",201103,"March 2011",3,"March",7,"Saturday",2011,"FY 2011",3,"Q3",20113,"Q3-2011",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2011-03-06 00:00:00.000,20110306,2011,"CY 2011",20111,"Q1-2011",201103,"March 2011",3,"March",1,"Sunday",2011,"FY 2011",3,"Q3",20113,"Q3-2011",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2011-03-12 00:00:00.000,20110312,2011,"CY 2011",20111,"Q1-2011",201103,"March 2011",3,"March",7,"Saturday",2011,"FY 2011",3,"Q3",20113,"Q3-2011",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2011-03-13 00:00:00.000,20110313,2011,"CY 2011",20111,"Q1-2011",201103,"March 2011",3,"March",1,"Sunday",2011,"FY 2011",3,"Q3",20113,"Q3-2011",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2011-03-19 00:00:00.000,20110319,2011,"CY 2011",20111,"Q1-2011",201103,"March 2011",3,"March",7,"Saturday",2011,"FY 2011",3,"Q3",20113,"Q3-2011",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2011-03-20 00:00:00.000,20110320,2011,"CY 2011",20111,"Q1-2011",201103,"March 2011",3,"March",1,"Sunday",2011,"FY 2011",3,"Q3",20113,"Q3-2011",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2011-03-26 00:00:00.000,20110326,2011,"CY 2011",20111,"Q1-2011",201103,"March 2011",3,"March",7,"Saturday",2011,"FY 2011",3,"Q3",20113,"Q3-2011",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2011-03-27 00:00:00.000,20110327,2011,"CY 2011",20111,"Q1-2011",201103,"March 2011",3,"March",1,"Sunday",2011,"FY 2011",3,"Q3",20113,"Q3-2011",9,"March","WeekEnd",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-01 00:00:00.000,20050301,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",3,"Tuesday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-02 00:00:00.000,20050302,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",4,"Wednesday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-03 00:00:00.000,20050303,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",5,"Thursday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-04 00:00:00.000,20050304,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",6,"Friday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-07 00:00:00.000,20050307,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",2,"Monday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-08 00:00:00.000,20050308,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",3,"Tuesday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-09 00:00:00.000,20050309,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",4,"Wednesday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-10 00:00:00.000,20050310,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",5,"Thursday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-11 00:00:00.000,20050311,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",6,"Friday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-14 00:00:00.000,20050314,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",2,"Monday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-15 00:00:00.000,20050315,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",3,"Tuesday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-16 00:00:00.000,20050316,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",4,"Wednesday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-17 00:00:00.000,20050317,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",5,"Thursday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-18 00:00:00.000,20050318,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",6,"Friday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-21 00:00:00.000,20050321,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",2,"Monday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-22 00:00:00.000,20050322,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",3,"Tuesday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-23 00:00:00.000,20050323,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",4,"Wednesday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-24 00:00:00.000,20050324,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",5,"Thursday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-25 00:00:00.000,20050325,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",6,"Friday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-28 00:00:00.000,20050328,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",2,"Monday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-29 00:00:00.000,20050329,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",3,"Tuesday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-30 00:00:00.000,20050330,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",4,"Wednesday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2005-03-31 00:00:00.000,20050331,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",5,"Thursday",2005,"FY 2005",3,"Q3",20053,"Q3-2005",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-01 00:00:00.000,20060301,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",4,"Wednesday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-02 00:00:00.000,20060302,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",5,"Thursday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-03 00:00:00.000,20060303,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",6,"Friday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-06 00:00:00.000,20060306,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",2,"Monday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-07 00:00:00.000,20060307,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",3,"Tuesday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-08 00:00:00.000,20060308,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",4,"Wednesday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-09 00:00:00.000,20060309,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",5,"Thursday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-10 00:00:00.000,20060310,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",6,"Friday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-13 00:00:00.000,20060313,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",2,"Monday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-14 00:00:00.000,20060314,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",3,"Tuesday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-15 00:00:00.000,20060315,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",4,"Wednesday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-16 00:00:00.000,20060316,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",5,"Thursday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-17 00:00:00.000,20060317,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",6,"Friday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-20 00:00:00.000,20060320,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",2,"Monday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-21 00:00:00.000,20060321,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",3,"Tuesday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-22 00:00:00.000,20060322,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",4,"Wednesday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-23 00:00:00.000,20060323,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",5,"Thursday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-24 00:00:00.000,20060324,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",6,"Friday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-27 00:00:00.000,20060327,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",2,"Monday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-28 00:00:00.000,20060328,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",3,"Tuesday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-29 00:00:00.000,20060329,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",4,"Wednesday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-30 00:00:00.000,20060330,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",5,"Thursday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2006-03-31 00:00:00.000,20060331,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",6,"Friday",2006,"FY 2006",3,"Q3",20063,"Q3-2006",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-01 00:00:00.000,20070301,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",5,"Thursday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-02 00:00:00.000,20070302,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",6,"Friday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-05 00:00:00.000,20070305,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",2,"Monday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-06 00:00:00.000,20070306,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",3,"Tuesday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-07 00:00:00.000,20070307,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",4,"Wednesday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-08 00:00:00.000,20070308,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",5,"Thursday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-09 00:00:00.000,20070309,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",6,"Friday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-12 00:00:00.000,20070312,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",2,"Monday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-13 00:00:00.000,20070313,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",3,"Tuesday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-14 00:00:00.000,20070314,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",4,"Wednesday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-15 00:00:00.000,20070315,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",5,"Thursday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-16 00:00:00.000,20070316,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",6,"Friday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-19 00:00:00.000,20070319,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",2,"Monday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-20 00:00:00.000,20070320,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",3,"Tuesday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-21 00:00:00.000,20070321,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",4,"Wednesday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
2007-03-22 00:00:00.000,20070322,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",5,"Thursday",2007,"FY 2007",3,"Q3",20073,"Q3-2007",9,"March","WorkDay",0,"None","Spring/Business","Spring/Back to Business","Spring/Back to School"
