ProductKey|ProductAlternateKey|ProductSubcategoryKey|WeightUnitMeasureCode|SizeUnitMeasureCode|EnglishProductName|SpanishProductName|FrenchProductName|StandardCost|FinishedGoodsFlag|Color|SafetyStockLevel|ReorderPoint|ListPrice|Size|SizeRange|Weight|DaysToManufacture|ProductLine|DealerPrice|Class|Style|ModelName|LargePhoto|EnglishDescription|FrenchDescription|ChineseDescription|ArabicDescription|HebrewDescription|ThaiDescription|GermanDescription|JapaneseDescription|TurkishDescription|StartDate|EndDate|Status
166|MS-2348||||Metal Sheet 6||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
167|MS-6061||||Metal Sheet 1||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
168|MT-1000||||Metal Tread Plate||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
169|NI-4127||||LL Nipple||||0|NA|1000|750|||NA||0|||L |||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
170|NI-9522||||HL Nipple||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
171|PA-187B||||Paint - Black||||0|NA|60|45|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
172|PA-361R||||Paint - Red||||0|NA|60|45|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
173|PA-529S||||Paint - Silver||||0|NA|60|45|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
174|PA-632U||||Paint - Blue||||0|NA|60|45|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
175|PA-823Y||||Paint - Yellow||||0|NA|60|45|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
176|PB-6109||||Pinch Bolt||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
177|RA-2345||||Cup-Shaped Race||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
178|RA-7490||||Cone-Shaped Race||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
179|RF-9198||||Reflector||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
180|RM-M464||G  ||LL Mountain Rim||||0|NA|800|600|||NA|435|0|||L |||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
181|RM-M692||G  ||ML Mountain Rim||||0|NA|800|600|||NA|450|0|||M |||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
182|RM-M823||G  ||HL Mountain Rim||||0|NA|800|600|||NA|400|0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
183|RM-R436||G  ||LL Road Rim||||0|NA|800|600|||NA|445|0|||L |||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
184|RM-R600||G  ||ML Road Rim||||0|NA|800|600|||NA|450|0|||M |||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
185|RM-R800||G  ||HL Road Rim||||0|NA|800|600|||NA|400|0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
186|RM-T801||G  ||Touring Rim||||0|NA|800|600|||NA|460|0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
187|SA-M198||||LL Mountain Seat Assembly||||0|NA|500|375|||NA||1|||L |||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
188|SA-M237||||ML Mountain Seat Assembly||||0|NA|500|375|||NA||1|||M |||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
189|SA-M687||||HL Mountain Seat Assembly||||0|NA|500|375|||NA||1||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
190|SA-R127||||LL Road Seat Assembly||||0|NA|500|375|||NA||1|||L |||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
191|SA-R430||||ML Road Seat Assembly||||0|NA|500|375|||NA||1|||M |||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
192|SA-R522||||HL Road Seat Assembly||||0|NA|500|375|||NA||1||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
193|SA-T467||||LL Touring Seat Assembly||||0|NA|500|375|||NA||1|||L |||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
194|SA-T612||||ML Touring Seat Assembly||||0|NA|500|375|||NA||1|||M |||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
195|SA-T872||||HL Touring Seat Assembly||||0|NA|500|375|||NA||1||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
196|SD-2342||||LL Spindle/Axle||||0|NA|500|375|||NA||0|||L |||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
197|SD-9872||||HL Spindle/Axle||||0|NA|500|375|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
198|SH-4562||||LL Shell||||0|NA|800|600|||NA||0|||L |||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
199|SH-9312||||HL Shell||||0|NA|800|600|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
200|SK-9283||||Spokes||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
201|SL-0931||||Seat Lug||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
202|SM-9087||||Stem||||0|NA|500|375|||NA||1||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
203|SP-2981||||Seat Post||||0|NA|500|375|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
204|SR-2098||||Steerer||||0|NA|500|375|||NA||1||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
205|SS-2985||||Seat Stays||||0|NA|800|600|||NA||1||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
206|ST-9828||||Seat Tube||||0|NA|500|375|||NA||1||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
207|TO-2301||||Top Tube||||0|NA|500|375|||NA||1||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
208|TP-0923||||Tension Pulley||||0|NA|800|600|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
209|RC-0291||||Rear Derailleur Cage||||0|Silver|500|375|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
210|FR-R92B-58|14|LB |CM |HL Road Frame - Black||||||||||||||||||||||||||||||
211|FR-R92R-58|14|LB |CM |HL Road Frame - Red||||||||||||||||||||||||||||||
212|HL-U509-R|31|||Sport-100 Helmet||||||||||||||||||||||||||||||
213|HL-U509-R|31|||Sport-100 Helmet||||||||||||||||||||||||||||||
214|HL-U509-R|31|||Sport-100 Helmet||||||||||||||||||||||||||||||
215|HL-U509|31|||Sport-100 Helmet||||||||||||||||||||||||||||||
216|HL-U509|31|||Sport-100 Helmet||||||||||||||||||||||||||||||
217|HL-U509|31|||Sport-100 Helmet||||||||||||||||||||||||||||||
218|SO-B909-M|23|||Mountain Bike Socks||||||||||||||||||||||||||||||
219|SO-B909-L|23|||Mountain Bike Socks||||||||||||||||||||||||||||||
220|HL-U509-B|31|||Sport-100 Helmet||||||||||||||||||||||||||||||
221|HL-U509-B|31|||Sport-100 Helmet||||||||||||||||||||||||||||||
222|HL-U509-B|31|||Sport-100 Helmet||||||||||||||||||||||||||||||
223|CA-1098|19|||AWC Logo Cap|||5.7052|1|Multi|4|3|8.6442||NA||0|S |5.1865||U |Cycling Cap|0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|Traditional style with a flip-up brim; one-size fits all.|Style classique avec une visière relevable ; taille unique.|经典式样，带有翻边；均码。|"نمط تقليدي ذو حافة قابلة للانقلاب لأعلى، بحجم واحد يلائم الجميع."|סגנון מסורתי עם מצחייה מתרוממת; גודל אחד מתאים לכולם.|แบบดั้งเดิม พร้อมขอบพับ ใช้ได้กับทุกคน|Traditionelles Design mit Klapprand|||||
224|CA-1098|19|||AWC Logo Cap|||5.2297|1|Multi|4|3|8.6442||NA||0|S |5.1865||U |Cycling Cap|0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|Traditional style with a flip-up brim; one-size fits all.|Style classique avec une visière relevable ; taille unique.|经典式样，带有翻边；均码。|"نمط تقليدي ذو حافة قابلة للانقلاب لأعلى، بحجم واحد يلائم الجميع."|סגנון מסורתי עם מצחייה מתרוממת; גודל אחד מתאים לכולם.|แบบดั้งเดิม พร้อมขอบพับ ใช้ได้กับทุกคน|Traditionelles Design mit Klapprand|||||
225|CA-1098|19|||AWC Logo Cap|||6.9223|1|Multi|4|3|8.99||NA||0|S |5.394||U |Cycling Cap|0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|Traditional style with a flip-up brim; one-size fits all.|Style classique avec une visière relevable ; taille unique.|经典式样，带有翻边；均码。|"نمط تقليدي ذو حافة قابلة للانقلاب لأعلى، بحجم واحد يلائم الجميع."|סגנון מסורתי עם מצחייה מתרוממת; גודל אחד מתאים לכולם.|แบบดั้งเดิม พร้อมขอบพับ ใช้ได้กับทุกคน|Traditionelles Design mit Klapprand|||||
226|LJ-0192-S|21|||Long-Sleeve Logo Jersey||||||||||||||||||||||||||||||
227|LJ-0192-S|21|||Long-Sleeve Logo Jersey||||||||||||||||||||||||||||||
228|LJ-0192-S|21|||Long-Sleeve Logo Jersey||||||||||||||||||||||||||||||
229|LJ-0192-M|21|||Long-Sleeve Logo Jersey||||||||||||||||||||||||||||||
230|LJ-0192-M|21|||Long-Sleeve Logo Jersey||||||||||||||||||||||||||||||
231|LJ-0192-M|21|||Long-Sleeve Logo Jersey||||||||||||||||||||||||||||||
232|LJ-0192-L|21|||Long-Sleeve Logo Jersey||||||||||||||||||||||||||||||
233|LJ-0192-L|21|||Long-Sleeve Logo Jersey||||||||||||||||||||||||||||||
234|LJ-0192-L|21|||Long-Sleeve Logo Jersey||||||||||||||||||||||||||||||
235|LJ-0192-X|21|||Long-Sleeve Logo Jersey||||||||||||||||||||||||||||||
236|LJ-0192-X|21|||Long-Sleeve Logo Jersey||||||||||||||||||||||||||||||
237|LJ-0192-X|21|||Long-Sleeve Logo Jersey||||||||||||||||||||||||||||||
238|FR-R92R-62|14|LB |CM |HL Road Frame - Red||||||||||||||||||||||||||||||
239|FR-R92R-62|14|LB |CM |HL Road Frame - Red||||||||||||||||||||||||||||||
240|FR-R92R-62|14|LB |CM |HL Road Frame - Red||||||||||||||||||||||||||||||
241|FR-R92R-44|14|LB |CM |HL Road Frame - Red||||||||||||||||||||||||||||||
242|FR-R92R-44|14|LB |CM |HL Road Frame - Red||||||||||||||||||||||||||||||
243|FR-R92R-44|14|LB |CM |HL Road Frame - Red||||||||||||||||||||||||||||||
244|FR-R92R-48|14|LB |CM |HL Road Frame - Red||||||||||||||||||||||||||||||
245|FR-R92R-48|14|LB |CM |HL Road Frame - Red||||||||||||||||||||||||||||||
246|FR-R92R-48|14|LB |CM |HL Road Frame - Red||||||||||||||||||||||||||||||
247|FR-R92R-52|14|LB |CM |HL Road Frame - Red||||||||||||||||||||||||||||||
248|FR-R92R-52|14|LB |CM |HL Road Frame - Red||||||||||||||||||||||||||||||
249|FR-R92R-52|14|LB |CM |HL Road Frame - Red||||||||||||||||||||||||||||||
250|FR-R92R-56|14|LB |CM |HL Road Frame - Red||||||||||||||||||||||||||||||
251|FR-R92R-56|14|LB |CM |HL Road Frame - Red||||||||||||||||||||||||||||||
252|FR-R92R-56|14|LB |CM |HL Road Frame - Red||||||||||||||||||||||||||||||
253|FR-R38B-58|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
254|FR-R38B-58|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
255|FR-R38B-58|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
256|FR-R38B-60|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
257|FR-R38B-60|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
258|FR-R38B-60|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
259|FR-R38B-62|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
260|FR-R38B-62|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
261|FR-R38B-62|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
262|FR-R38R-44|14|LB |CM |LL Road Frame - Red||||||||||||||||||||||||||||||
263|FR-R38R-44|14|LB |CM |LL Road Frame - Red||||||||||||||||||||||||||||||
264|FR-R38R-48|14|LB |CM |LL Road Frame - Red||||||||||||||||||||||||||||||
265|FR-R38R-48|14|LB |CM |LL Road Frame - Red||||||||||||||||||||||||||||||
266|FR-R38R-52|14|LB |CM |LL Road Frame - Red||||||||||||||||||||||||||||||
267|FR-R38R-52|14|LB |CM |LL Road Frame - Red||||||||||||||||||||||||||||||
268|FR-R38R-58|14|LB |CM |LL Road Frame - Red||||||||||||||||||||||||||||||
269|FR-R38R-58|14|LB |CM |LL Road Frame - Red||||||||||||||||||||||||||||||
270|FR-R38R-60|14|LB |CM |LL Road Frame - Red||||||||||||||||||||||||||||||
271|FR-R38R-60|14|LB |CM |LL Road Frame - Red||||||||||||||||||||||||||||||
272|FR-R38R-62|14|LB |CM |LL Road Frame - Red||||||||||||||||||||||||||||||
273|FR-R38R-62|14|LB |CM |LL Road Frame - Red||||||||||||||||||||||||||||||
274|FR-R72R-44|14|LB |CM |ML Road Frame - Red||||||||||||||||||||||||||||||
275|FR-R72R-48|14|LB |CM |ML Road Frame - Red||||||||||||||||||||||||||||||
276|FR-R72R-52|14|LB |CM |ML Road Frame - Red||||||||||||||||||||||||||||||
277|FR-R72R-58|14|LB |CM |ML Road Frame - Red||||||||||||||||||||||||||||||
278|FR-R72R-60|14|LB |CM |ML Road Frame - Red||||||||||||||||||||||||||||||
279|FR-R38B-44|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
280|FR-R38B-44|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
281|FR-R38B-44|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
282|FR-R38B-48|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
283|FR-R38B-48|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
284|FR-R38B-48|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
285|FR-R38B-52|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
286|FR-R38B-52|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
287|FR-R38B-52|14|LB |CM |LL Road Frame - Black||||||||||||||||||||||||||||||
288|FR-M94S-42|12|LB |CM |HL Mountain Frame - Silver||||||||||||||||||||||||||||||
289|FR-M94S-42|12|LB |CM |HL Mountain Frame - Silver||||||||||||||||||||||||||||||
290|FR-M94S-42|12|LB |CM |HL Mountain Frame - Silver||||||||||||||||||||||||||||||
291|FR-M94S-44|12|LB |CM |HL Mountain Frame - Silver||||||||||||||||||||||||||||||
292|FR-M94S-52|12|LB |CM |HL Mountain Frame - Silver||||||||||||||||||||||||||||||
293|FR-M94S-46|12|LB |CM |HL Mountain Frame - Silver||||||||||||||||||||||||||||||
294|FR-M94S-46|12|LB |CM |HL Mountain Frame - Silver||||||||||||||||||||||||||||||
295|FR-M94S-46|12|LB |CM |HL Mountain Frame - Silver||||||||||||||||||||||||||||||
296|FR-M94B-42|12|LB |CM |HL Mountain Frame - Black||||||||||||||||||||||||||||||
297|FR-M94B-42|12|LB |CM |HL Mountain Frame - Black||||||||||||||||||||||||||||||
298|FR-M94B-42|12|LB |CM |HL Mountain Frame - Black||||||||||||||||||||||||||||||
299|FR-M94B-44|12|LB |CM |HL Mountain Frame - Black||||||||||||||||||||||||||||||
300|FR-M94B-48|12|LB |CM |HL Mountain Frame - Black||||||||||||||||||||||||||||||
301|FR-M94B-46|12|LB |CM |HL Mountain Frame - Black||||||||||||||||||||||||||||||
302|FR-M94B-46|12|LB |CM |HL Mountain Frame - Black||||||||||||||||||||||||||||||
303|FR-M94B-46|12|LB |CM |HL Mountain Frame - Black||||||||||||||||||||||||||||||
304|FR-M94B-38|12|LB |CM |HL Mountain Frame - Black||||||||||||||||||||||||||||||
305|FR-M94B-38|12|LB |CM |HL Mountain Frame - Black||||||||||||||||||||||||||||||
306|FR-M94B-38|12|LB |CM |HL Mountain Frame - Black||||||||||||||||||||||||||||||
307|FR-M94S-38|12|LB |CM |HL Mountain Frame - Silver||||||||||||||||||||||||||||||
308|FR-M94S-38|12|LB |CM |HL Mountain Frame - Silver||||||||||||||||||||||||||||||
309|FR-M94S-38|12|LB |CM |HL Mountain Frame - Silver||||||||||||||||||||||||||||||
310|BK-R93R-62|2|LB |CM |Road-150 Red||||||||||||||||||||||||||||||
311|BK-R93R-44|2|LB |CM |Road-150 Red||||||||||||||||||||||||||||||
312|BK-R93R-48|2|LB |CM |Road-150 Red||||||||||||||||||||||||||||||
313|BK-R93R-52|2|LB |CM |Road-150 Red||||||||||||||||||||||||||||||
314|BK-R93R-56|2|LB |CM |Road-150 Red||||||||||||||||||||||||||||||
315|BK-R68R-58|2|LB |CM |Road-450 Red||||||||||||||||||||||||||||||
316|BK-R68R-60|2|LB |CM |Road-450 Red||||||||||||||||||||||||||||||
317|BK-R68R-44|2|LB |CM |Road-450 Red||||||||||||||||||||||||||||||
318|BK-R68R-48|2|LB |CM |Road-450 Red||||||||||||||||||||||||||||||
319|BK-R68R-52|2|LB |CM |Road-450 Red||||||||||||||||||||||||||||||
320|BK-R50R-58|2|LB |CM |Road-650 Red||||||||||||||||||||||||||||||
321|BK-R50R-58|2|LB |CM |Road-650 Red||||||||||||||||||||||||||||||
322|BK-R50R-60|2|LB |CM |Road-650 Red||||||||||||||||||||||||||||||
323|BK-R50R-60|2|LB |CM |Road-650 Red||||||||||||||||||||||||||||||
324|BK-R50R-62|2|LB |CM |Road-650 Red||||||||||||||||||||||||||||||
325|BK-R50R-62|2|LB |CM |Road-650 Red||||||||||||||||||||||||||||||
326|BK-R50R-44|2|LB |CM |Road-650 Red||||||||||||||||||||||||||||||
327|BK-R50R-44|2|LB |CM |Road-650 Red||||||||||||||||||||||||||||||
328|BK-R50R-48|2|LB |CM |Road-650 Red||||||||||||||||||||||||||||||
329|BK-R50R-48|2|LB |CM |Road-650 Red||||||||||||||||||||||||||||||
330|BK-R50R-52|2|LB |CM |Road-650 Red||||||||||||||||||||||||||||||
331|BK-R50R-52|2|LB |CM |Road-650 Red||||||||||||||||||||||||||||||
332|BK-R50B-58|2|LB |CM |Road-650 Black||||||||||||||||||||||||||||||
333|BK-R50B-58|2|LB |CM |Road-650 Black||||||||||||||||||||||||||||||
334|BK-R50B-60|2|LB |CM |Road-650 Black||||||||||||||||||||||||||||||
335|BK-R50B-60|2|LB |CM |Road-650 Black||||||||||||||||||||||||||||||
